Identification,MachineType,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_size,.text_alignment,.bss_type,.bss_size,.bss_alignment,.comment_size,.comment_entsize,.data_type,.data_size,.data_alignment,.dynamic_type,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_alignment,.dynstr_type,.dynstr_size,.dynsym_type,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_size,.fini_alignment,.hash_type,.hash_table_index_link,.hash_alignment,.gnu.hash_type,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_alignment,.init_type,.init_size,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_alignment,.interp_type,.interp_size,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_alignment,.shstrtab_size,.strtab_size,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sbss_type,.sbss_flags,.rel.dyn_type,.rel.plt_type,.rel.plt_flags,.got.plt_type,.got.plt_size,.got.plt_entsize,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_OBJECT_STB_GLOBAL,STT_OBJECT_STB_WEAK,STT_NOTYPE_STB_WEAK,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_NOTYPE_STB_GLOBAL,STB_GLOBAL,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,symbol_tab,s_STT_FUNC_STB_WEAK,s_STT_FUNC,s_STB_LOCAL,s_STT_FUNC_STB_GLOBAL,s_STB_GLOBAL,s_STB_WEAK,s_STT_OBJECT_STB_WEAK,s_STT_OBJECT,s_STT_OBJECT_STB_LOCAL,s_STT_NOTYPE,s_STT_NOTYPE_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_OBJECT_STB_GLOBAL,DYNRELAENT,DYNFINI,DYNPLTRELSZ,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNPLTREL,DYNRELENT,DYN,DYNJMPREL,DYNSYMTAB,DYNRPATH,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNCOUNT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNPLTGOT,DYNHASH,DYNDEBUG,DYNFINI_ARRAY,DYNNULL,R_386_GLOB_DAT,R_386_JUMP_SLOT,R_386_COPY,GOT_SIZE,HASH_SIZE,label,Identification_l
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,34324,,52,32,6,40,17,16,PROGBITS,196944.0,16.0,NOBITS,1138.0,32.0,,,PROGBITS,40.0,4.0,DYNAMIC,338.0,8.0,4.0,4.0,STRTAB,1025.0,DYNSYM,2120.0,16.0,4.0,1.0,4.0,PROGBITS,35.0,1.0,HASH,3.0,4.0,,,,,,PROGBITS,40.0,1.0,,,,,,PROGBITS,32.0,PROGBITS,AX,1924.0,4.0,4.0,PROGBITS,A,1344.0,0.0,4.0,272.0,,,,,,,,,,REL,A,,,,,1,53,0,0,0,0,1,49,49,3,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,14,1,0,0,0,0,0,0,1,1,1,0,1,0,48,0,0,368,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,58648,,52,32,3,40,10,9,PROGBITS,346198.0,16.0,NOBITS,22418.0,32.0,,,PROGBITS,278.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,13152.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1242568,,52,32,3,40,31,28,PROGBITS,9857299.0,32.0,NOBITS,2651474.0,32.0,18324.0,0.0,PROGBITS,160868.0,32.0,,,,,,,,,,,,,,PROGBITS,39.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,132.0,4.0,4.0,,,,,,,,PROGBITS,A,1054754.0,0.0,32.0,850.0,2381065.0,1114464.0,16.0,30.0,845.0,4.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,6885,3206,5329,737,1797,2305,3735,510,1318,323,130,23,19,88,485,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,59180,,52,32,6,40,23,20,PROGBITS,,16.0,NOBITS,91392.0,32.0,84.0,0.0,PROGBITS,136736.0,32.0,DYNAMIC,338.0,8.0,4.0,4.0,STRTAB,1318.0,DYNSYM,4630.0,16.0,4.0,1.0,4.0,PROGBITS,35.0,1.0,HASH,3.0,4.0,,,,,,PROGBITS,40.0,1.0,,,,,,PROGBITS,32.0,PROGBITS,AX,4434.0,4.0,4.0,PROGBITS,A,10371.0,0.0,32.0,345.0,8342.0,0.0,16.0,22.0,56.0,4.0,,,,REL,A,PROGBITS,662.0,4.0,4.0,1,76,0,0,0,0,1,72,72,3,75,4,0,0,7,229,0,138,27,131,169,4,0,53,19,9,4,4,1,34,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,14,1,0,0,0,0,0,0,1,1,1,0,1,0,71,0,296,580,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,29632,,64,56,9,64,29,28,PROGBITS,73752.0,16.0,NOBITS,4882.0,32.0,,,PROGBITS,36.0,8.0,DYNAMIC,1174.0,16.0,6.0,8.0,STRTAB,5204.0,DYNSYM,9042.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,256.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,4758.0,16.0,16.0,PROGBITS,A,10628.0,0.0,8.0,600.0,,,,,,,,,,,,PROGBITS,1636.0,8.0,8.0,1,98,8,0,4,4,1,82,82,3,93,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,672,100,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6736,,64,56,9,64,32,29,PROGBITS,902.0,16.0,NOBITS,8.0,1.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,86.0,DYNSYM,114.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,50.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,643.0,1345.0,5760.0,24.0,31.0,48.0,8.0,,,,,,PROGBITS,50.0,8.0,8.0,1,3,0,0,1,1,1,1,1,0,1,2,0,0,4,70,0,12,16,8,17,5,0,12,8,14,5,5,4,4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,40,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,106984,,52,32,3,40,16,13,PROGBITS,0.0,16.0,NOBITS,107497074.0,32.0,12438.0,0.0,PROGBITS,4932.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,271462.0,0.0,32.0,273.0,37416.0,74528.0,16.0,15.0,270.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,770,53,431,77,361,439,61,3,128,51,18,4,5,9,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1132308,,52,32,5,40,30,27,PROGBITS,8815730.0,16.0,NOBITS,235112.0,32.0,16704.0,0.0,PROGBITS,9248.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,118.0,4.0,4.0,,,,,,,,PROGBITS,A,1067392.0,0.0,32.0,802.0,1470832.0,557682.0,16.0,29.0,1188.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,5517,2099,4044,1142,1323,1728,2581,459,1163,320,244,21,23,200,384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553320,,52,32,5,40,28,25,PROGBITS,4397330.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553480,,52,32,5,40,28,25,PROGBITS,4399240.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6640,,64,56,9,64,31,28,PROGBITS,1026.0,16.0,NOBITS,8.0,4.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,86.0,DYNSYM,114.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,50.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,616.0,1335.0,5682.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,50.0,8.0,8.0,1,3,0,0,1,1,1,1,1,0,1,2,0,0,4,68,0,12,16,8,16,5,0,12,8,13,4,5,4,4,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,40,28,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,354904,,64,56,9,64,29,28,PROGBITS,2311768.0,16.0,NOBITS,17942.0,32.0,,,PROGBITS,21320.0,32.0,DYNAMIC,1174.0,16.0,6.0,8.0,STRTAB,8707.0,DYNSYM,14226.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,264.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,64.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,8712.0,16.0,16.0,PROGBITS,A,463906.0,0.0,32.0,600.0,,,,,,,,,,,,PROGBITS,4384.0,8.0,8.0,1,158,9,0,4,4,1,141,141,3,153,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1160,108,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,160528,,52,32,3,40,16,13,PROGBITS,365366.0,16.0,NOBITS,156530.0,32.0,12648.0,0.0,PROGBITS,346134.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,235334.0,0.0,32.0,273.0,38531.0,76050.0,16.0,15.0,276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,807,53,445,79,375,470,61,3,147,53,18,4,5,9,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,8584,,64,56,9,64,28,27,PROGBITS,10040.0,16.0,NOBITS,1544804.0,32.0,,,PROGBITS,22.0,8.0,DYNAMIC,1152.0,16.0,6.0,8.0,STRTAB,804.0,DYNSYM,1536.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,100.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,548.0,16.0,16.0,PROGBITS,A,55.0,0.0,4.0,579.0,,,,,,,,,,,,PROGBITS,296.0,8.0,8.0,1,25,2,0,4,4,1,15,15,3,20,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,136,64,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,256840,,64,56,9,64,29,28,PROGBITS,1455696.0,16.0,NOBITS,5956.0,32.0,,,PROGBITS,5760.0,32.0,DYNAMIC,1348.0,16.0,6.0,8.0,STRTAB,5266.0,DYNSYM,10500.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,118.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,5956.0,16.0,16.0,PROGBITS,A,327940.0,0.0,32.0,600.0,,,,,,,,,,,,PROGBITS,2184.0,8.0,8.0,1,121,3,0,4,4,1,110,110,3,116,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,6,1,27,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,896,76,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,104536,,64,56,9,64,29,28,PROGBITS,348176.0,16.0,NOBITS,5956.0,32.0,,,PROGBITS,612.0,32.0,DYNAMIC,1348.0,16.0,6.0,8.0,STRTAB,14168.0,DYNSYM,21042.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,360.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,12648.0,16.0,16.0,PROGBITS,A,98708.0,0.0,32.0,600.0,,,,,,,,,,,,PROGBITS,5632.0,8.0,8.0,1,218,11,0,4,4,1,199,199,3,213,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,6,1,27,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1608,168,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,55440,,52,32,3,40,10,9,PROGBITS,333570.0,16.0,NOBITS,5928.0,32.0,,,PROGBITS,264.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,13096.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,276,,52,32,7,40,12,6,PROGBITS,36050208.0,16.0,NOBITS,468050.0,32.0,,,PROGBITS,90774.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,A,19335520.0,0.0,32.0,276.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,74092,,52,32,3,40,6,5,PROGBITS,419697.0,16.0,NOBITS,96648.0,32.0,,,PROGBITS,808.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,A,24964.0,0.0,32.0,54.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 03 00 00 00 00 00 00 00 00,Intel 80386,52,837284,,52,32,6,40,38,35,PROGBITS,5382660.0,16.0,NOBITS,136772.0,32.0,151.0,1.0,PROGBITS,16786.0,32.0,,,,,,,,,,,,,,PROGBITS,32.0,4.0,,,,,,,,,PROGBITS,53.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,PROGBITS,AX,576.0,0.0,16.0,PROGBITS,A,1118984.0,0.0,32.0,1057.0,170053.0,221508.0,16.0,37.0,906.0,4.0,,,,REL,AI,PROGBITS,114.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,2259,230,1276,739,807,1024,286,18,618,392,155,9,38,108,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,M,8
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,590776,,52,32,5,40,36,33,PROGBITS,4334852.0,16.0,NOBITS,98564.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,553622.0,0.0,32.0,920.0,209284.0,226368.0,16.0,35.0,917.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,2340,235,1560,865,853,1128,275,18,560,287,148,20,22,106,255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,25992,,64,56,9,64,29,28,PROGBITS,77890.0,16.0,NOBITS,4118.0,32.0,,,PROGBITS,1320.0,32.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,1586.0,DYNSYM,6432.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,86.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,4484.0,16.0,16.0,PROGBITS,A,9568.0,0.0,8.0,600.0,,,,,,,,,,,,PROGBITS,1544.0,8.0,8.0,1,80,5,0,1,1,1,73,73,0,78,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,616,56,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,79048,,52,32,3,40,16,13,PROGBITS,352360.0,16.0,NOBITS,107497074.0,32.0,10548.0,0.0,PROGBITS,8768.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,78864.0,0.0,32.0,273.0,35155.0,71464.0,16.0,15.0,258.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,733,53,404,74,334,414,61,3,127,48,18,4,5,9,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,107664,,52,32,4,40,19,16,PROGBITS,468836.0,16.0,NOBITS,168036.0,32.0,12834.0,0.0,PROGBITS,23678481373522.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,100181.0,0.0,32.0,306.0,70921.0,86824.0,16.0,18.0,357.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,958,56,555,162,429,530,67,3,163,63,41,4,8,29,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,104628,,52,32,3,40,16,13,PROGBITS,459008.0,16.0,NOBITS,136996.0,32.0,17538.0,0.0,PROGBITS,103460.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,66117.0,0.0,32.0,273.0,99171.0,133120.0,16.0,15.0,458.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1300,88,818,185,641,745,97,3,189,86,20,4,6,10,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,8576,,64,56,9,64,28,27,PROGBITS,2128.0,16.0,NOBITS,50.0,16.0,,,PROGBITS,22.0,8.0,DYNAMIC,1152.0,16.0,6.0,8.0,STRTAB,802.0,DYNSYM,1398.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,100.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,520.0,16.0,16.0,PROGBITS,A,115.0,0.0,4.0,579.0,,,,,,,,,,,,PROGBITS,288.0,8.0,8.0,1,24,2,0,4,4,1,14,14,3,19,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,128,64,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,222884,,52,32,3,40,16,13,PROGBITS,,16.0,NOBITS,218464.0,32.0,18528.0,0.0,PROGBITS,479634.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,,0.0,32.0,273.0,135472.0,147506.0,16.0,15.0,508.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1502,98,946,214,749,889,105,3,244,105,18,4,4,10,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,553320,,52,32,5,40,28,25,PROGBITS,4397330.0,16.0,NOBITS,156562.0,32.0,4184.0,0.0,PROGBITS,10368.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,551286.0,0.0,32.0,660.0,209987.0,227364.0,16.0,27.0,914.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2364,240,1591,870,873,1150,280,18,561,286,148,20,22,106,257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 01 02 01 00 00 00 00 00 00 00 00 00,Sparc,52,99004,,52,32,3,40,24,21,PROGBITS,493334.0,4.0,NOBITS,152662.0,8.0,10278.0,0.0,PROGBITS,3307136.0,8.0,,,,,,,,,,,,,,PROGBITS,32.0,4.0,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,,,,,PROGBITS,A,82532.0,0.0,8.0,544.0,37505.0,74248.0,16.0,23.0,278.0,4.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,763,54,421,80,347,423,62,3,128,53,16,4,5,7,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,11
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1180472,,52,32,3,40,31,28,PROGBITS,9511315.0,32.0,NOBITS,2651272.0,32.0,17808.0,0.0,PROGBITS,159766.0,32.0,,,,,,,,,,,,,,PROGBITS,39.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,132.0,4.0,4.0,,,,,,,,PROGBITS,A,1061776.0,0.0,32.0,850.0,2307952.0,1073504.0,16.0,30.0,834.0,4.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,6635,3048,5113,730,1742,2239,3562,495,1288,319,130,23,19,88,474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,M,0
